X,Y,OBJECTID,id,address,downtown,srcid_t,srcid_i,edit_date,ftype,subtype,loc_type,loc_meth,street_tag,city,state,zipcode,x_coord,y_coord,alias1,nghbrhd,cncldst,stfid_blk,plcdst_no,plcdst,usng,cntct_nme,cntct_phn,cntct_dpt,name,gis_id,globalid,url,GlobalID_2
1416570.561231,590698.909734169,174,162,13 S Poppleton St,N, ,0,,0, , , , , , ,21201,1416570.56123136,590698.90973302, ,Hollins Market, , ,0,SOUTHERN, ,Jamie Williams,4103964106,Department of Planning,St. Peter the Apostle Church Complex, ,{E8F08D6F-4941-42BD-88FD-F52420CD445E},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,9b59cb14-930f-49e7-8769-858cf2ef8e4e
1416651.49348381,590701.955659823,175,162,848 Holilns St,N, ,0,,0, , , , ,Baltimore,MD,21201,1416651.4934842,590701.95565868, ,Hollins Market, , ,0,SOUTHERN, ,Jamie Williams,4103964106,Department of Planning,St. Peter the Apostle Church Complex, ,{6AC88521-A1DF-4EA7-BCC4-B90DA15DE289},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,3011eab5-fd7b-492c-9ec2-e9bbb47092d9
1397152.85433157,597643.754768335,176,59,Leakin Park,N, ,0,,0, , , , , , , ,1397152.85433194,597643.75476718,Designated Landmarks,Franklintown, , ,0, , ,Jamie Williams,4103964106,Department of Planning,"Crimea House, Chapel and Stables", ,{94F118BB-B445-4948-915F-FEC577E0C5FD},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,ebbd7430-6e3e-428e-93c0-8c0728c06f49
1396962.87013149,596925.429761398,177,59,Leakin Park,N, ,0,,0, , , , , , , ,1396962.87013187,596925.42976027,Designated Landmarks,Franklintown, , ,0, , ,Jamie Williams,4103964106,Department of Planning,"Crimea House, Chapel and Stables", ,{0548A737-934E-4B4B-8988-CBFCE1BC194D},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,67588487-c358-417d-a03f-f2a329c65402
1423124.32010506,597641.995585474,178,62,1501 Greenmount Avenue,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21202,1423124.32010545,597641.99558435,Designated Landmarks,Greenmount Cemetery,12,24510909005003,3,EASTERN,18S UJ 61534 52391,Jamie Williams,4103964106,Department of Planning,Greenmount Cemetary Chapel and Gates,38_60,{FD8A6B3D-E02B-421E-A41F-9BE7EF76046C},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,2ab56e78-dcd6-42c4-aac2-4103c741aa5c
1423403.25064957,597717.593531408,179,62,1501 Greenmount Avenue,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21202,1423403.25064994,597717.59353026,Designated Landmarks,Greenmount Cemetery,12,24510909005003,3,EASTERN,18S UJ 61534 52391,Jamie Williams,4103964106,Department of Planning,Greenmount Cemetary Chapel and Gates,38_60,{2E2EC747-26E0-45D5-AE32-ECD9EA7D5437},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,d092797a-43df-4371-96f5-105d35ab8b3d
1426162.82583908,593983.811628898,180,163,540 N Caroline St,N, ,0,2012/05/21 00:00:00+00,0, , , , ,Baltimore,MD,21202,1426162.82583944,593983.81162777,Designated Landmarks,Dunbar-Broadway,12,245102805001001,3,EASTERN, ,Jamie Williams,4103964106,Department of Planning,"Old Dunbar High School, PS 133", ,{B08130C9-76BE-46E2-9D4F-422A4C8C10F0},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,1d51237a-2b4e-45fc-9e2a-b1cc768b36e2
1424275.40507323,590953.457125311,181,7,800 E Lombard St,N, ,0,2012/05/22 00:00:00+00,0, , , , ,Baltimore,MD,21202,1424275.40507361,590953.45712418,Designated Landmarks,Jonestown,12,245100302001022,2,SOUTHEASTERN, ,Jamie Williams,4103964106,Department of Planning,Carroll Mansion Complex, ,{B1907E4B-412B-4A22-800D-3640CDCCC127},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,c9827c16-5e33-4c93-94b6-e5651765075e
1421235.33700641,593992.44711033,182,27,1-21 E. Mount Street,Y, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21201,1421235.33700678,593992.44710919,Designated Landmarks,Mount Vernon,11,245101102002009,1,CENTRAL,18S UJ 60715 51091,Jamie Williams,4103964106,Department of Planning,Peabody Institute,38_26,{E463F3DF-B952-47E7-A39F-63CDF6096798},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,bc1c28e4-bed1-4d58-9851-2c0dfa29e3c3
1430175.20068833,591467.548944883,183,68,Patterson Park,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21224,1430175.20068869,591467.54894377,Designated Landmarks,Patterson Park,1,24510103001000,2,SOUTHEASTERN,18S UJ 63755 50108,Jamie Williams,4103964106,Department of Planning,Patterson Park Observatory,38_66,{6741AEE0-17C5-4963-BD10-EAF539B41A08},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,1adc73c7-6e11-4886-870f-83b8c8f7e06a
1416216.72434024,607894.418978222,184,164,3849 Roland Ave,N, ,0,2012/09/24 00:00:00+00,0, , , , ,Baltimore,MD,21211,1416216.7243406,607894.41897709,Designated Landmarks,Hampden,14, ,0,NORTHERN, ,Jamie Williams,4103964106,Department of Planning,Shelley House, ,{42809F52-7B8D-4D6A-BA8B-645CB094ED00},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,bafc993a-ed7b-4c6f-b0cb-168627b66340
1419698.84532874,591065.860443825,185,165,329-335 W. Baltimore St.,Y, ,0,,0, , , , , , , ,1419698.84532911,591065.86044268, ,Downtown,11, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Abell Building, ,{F6DCC5C1-F3ED-4C73-BA5C-DBB5210642A0},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,63a60187-d239-4472-8a29-67f0f3afadbf
1419921.01319148,591073.455901067,186,166,307-309 W. Baltimore St.,Y, ,0,,0, , , , , , , ,1419921.01319186,591073.45589993, ,Downtown,11, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Appold-Faust Building, ,{933062DD-9244-4563-B66C-A3A03F079123},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,f7731968-2409-4f2f-9606-c8dc74cd4981
1419677.95757525,591523.488465571,187,167,21 N. Eutaw St.,Y, ,0,,0, , , , , , , ,1419677.9575756,591523.48846443, ,Downtown,11, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Baltimore Equitable Society, ,{38C53CBD-B122-48DD-8EAF-7169222A8DFF},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,5c8d1c00-8510-4f8b-aa9d-2c92a8ad6edc
1421991.59697683,591519.419576084,188,168,10-12 N. Calvert St.,Y, ,0,,0, , , , , , , ,1421991.59697719,591519.41957493, ,Downtown,11, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Equitable Building, ,{4B8FE89B-7D6B-49CA-A153-6E17C951DCC1},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,b37c9adf-0fb9-4781-8df3-84df1058670d
1423233.35039881,592500.756196086,189,169,221 N. Gay St.,N, ,0,,0, , , , , , , ,1423233.3503992,592500.75619493, ,Jonestown,12, ,3,EASTERN, ,Jamie Williams,4103964106,Department of Planning,Old Town National Bank, ,{A1632023-4718-4625-8674-66A9A8DF5DD3},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,9a01b80b-57d4-44fb-8dd3-636d921f3dc6
1420559.30522199,592454.749398314,190,170,125 W. Saratoga St.,Y, ,0,,0, , , , , , , ,1420559.30522236,592454.74939718, ,Downtown,11, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,St. Alphonsus School, ,{CB0695D9-338E-47F7-8661-5F2CC76C063F},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,29ff4420-5ed9-4376-b287-3f59a0047b90
1422295.85063341,592683.04782624,191,171,320 Guilford Ave.,Y, ,0,,0, , , , , , , ,1422295.85063377,592683.04782509, ,Downtown,11, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Terminal Warehouse Building, ,{C7460EA6-74D6-44F7-A6A7-D4DA6FA22D06},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,2400a2f3-e9f4-4089-84b9-5a39b71c0f07
1419886.83346983,591075.354847413,192,172,311-313 W. Baltimore St.,Y, ,0,,0, , , , , , , ,1419886.8334702,591075.35484626, ,Downtown,11, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Turnbull Building, ,{CFCA7D59-AEAF-4720-A04F-BC87215D6AAF},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,7f0d5860-3e2b-4074-8111-a27149c1dc86
1421198.02310466,599489.400027152,193,143,1920 St. Paul St.,N, ,0,,0, , , , , , , ,1421198.02310503,599489.40002602, ,Charles North,12, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,St. Mark's Evangelical Lutheran Church (Public Interior), ,{18A9BF77-5FE6-48B6-BBDE-3600A27523B2},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,6934a781-5ec3-41e1-8a35-bd61d28ba2c3
1422536.86753983,618198.12442066,194,133,5904 York Road,N, ,0,2009/03/20 00:00:00+00,38, ,CS,DG_200, ,Baltimore,MD,21212,1422536.8675402,618198.12441952,Designated Landmarks,Rosebank,4,245102712002011,5,NORTHERN,18S UJ 61280 58348,Jamie Williams,4103964106,Department of Planning,Senator Theatre (Public Interior),38_113,{7D1D891E-A09A-4581-92BF-5E55537DBEAE},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,2e3f5210-8b28-48a1-8c2e-53ed587f1a61
1413540.16735742,597871.065993501,195,174,1645 North Calhoun Street,N, ,0,,0, , , , , , , ,1413540.16735777,597871.06599235, ,Sandtown-Winchester,7, ,0,WESTERN, ,Jamie Williams,4103964106,Department of Planning,Historic Frederick Douglass High School, ,{1AACBFB1-559B-48FB-8F66-2A9048946185},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,c4cc0bfe-4564-433d-9f86-062f324fdb65
1409949.02132449,600430.961792361,196,173,2301 Gwynns Falls Parkway,N, ,0,,0, , , , , , , ,1409949.02132486,600430.96179118, ,Mondawmin,7, ,0,WESTERN, ,Jamie Williams,4103964106,Department of Planning,Frederick Douglass High School # 450, ,{E998F046-9380-4F6D-B63D-E37465ABBAC2},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,e87eb90e-35db-4e61-a3fe-9116f2447b9d
1416846.96323723,604462.862193073,197,175,3110 Crittenton Pl,N, ,0,2013/09/23 00:00:00+00,0, , , , ,Baltimore,MD,21211,1416846.96323761,604462.86219193,Designated Landmarks,Hampden,14,245101306001006,5,NORTHERN, ,Jamie Williams,4103964106,Department of Planning,Florence Crittenton Home, ,{7D31A1D4-846D-48E6-8594-102137C1648A},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,ec7b6b40-c75e-47af-8c8c-c12cc020e0cb
1429076.3921904,597633.333857398,198,176,2130 East Hoffman Street,N, ,0,2013/09/23 00:00:00+00,0, , , , ,Baltimore,MD,21213,1429076.39219077,597633.33385627,Designated Landmarks,Broadway East,13,245100804001013,3,EASTERN, ,Jamie Williams,4103964106,Department of Planning,Trinity A.M.E. Church, ,{DA947B0F-6978-4253-91FE-5B5DD5D6702B},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,baa57e58-b019-4d60-a636-eb49961f0e3b
1413916.14232723,606930.309685974,199,177,1500 Union Ave,N, ,0,2013/12/06 00:00:00+00,0, , , , , , , ,1413916.14232761,606930.30968485, , ,7, ,5,NORTHERN, ,Jamie Williams,4103964106,Department of Planning,Union Mill (Historic Druid Mill), ,{C772C56B-8763-4A1E-8EC1-DBAC79FCE214},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,33be78f9-bf77-43c9-a0f6-30458c9da331
1422696.5604619,592289.775318803,200,178,235 Holliday St,Y, ,0,2013/12/06 00:00:00+00,0, , , , , , , ,1422696.56046228,592289.77531768, , ,11, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,C.J. Youse Building, ,{A6338FB4-18FE-4ECB-8CA4-DEFF19F785A3},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,6dfeadec-ccc2-41e4-ae08-736ad6511df3
1422702.63689332,592224.671118337,201,179,231 Holliday St,Y, ,0,2013/12/06 00:00:00+00,0, , , , , , , ,1422702.63689369,592224.67111718, , ,11, ,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Brinks Building, ,{8ACE3A87-6544-42F0-A5CD-A36ABD9CB0EE},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,5d07da3e-b98f-4e78-901a-d862460e3cc8
1433230.55350149,588260.122288914,202,180,1000 S Ellwood Ave,N, ,0,2013/12/06 00:00:00+00,0, , , , , , , ,1433230.55350186,588260.12228776, ,Canton,1, ,2,SOUTHEASTERN, ,Jamie Williams,4103964106,Department of Planning,Canton Methodist Episcopal Church, ,{68D9A61E-F12A-4FE3-BB1D-108E38E0DC02},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,8f707925-59f2-46b5-92c6-2afe55164729
1432999.08644474,587938.203969484,203,181,"1025 S Potomac St
",N, ,0,2013/12/06 00:00:00+00,0, , , , , , , ,1432999.08644511,587938.20396834, ,Canton,1, ,2,SOUTHEASTERN, ,Jamie Williams,4103964106,Department of Planning,Messiah English Lutheran Church, ,{98A7CC1D-C7AB-430D-83C3-F0976298F90A},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,65f2c1fc-eb8c-4941-805e-c5ee6da6e2d5
1420747.26842873,598980.979456068,204,182,3 West North Avenue,N, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21201,1420747.26842906,598980.97945489, ,Charles North,12,245101205001004,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Parkway Theatre, ,{2A5E1C34-6D16-4519-B56F-2FD306029595},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,47dc6247-26a1-40e5-8979-55bd3b87e7d4
1417020.50947807,596955.765986825,205,183,1528 Madison Ave,N, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21217,1417020.50947839,596955.76598564, ,Madison Park,11,245101402001012,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,"Monumental Lodge No.3, Improved Benevolent Protect", ,{AB9709C6-01C0-4ECC-AE9C-1B4978C4D02B},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,52974e90-c43f-43ca-ad6a-90b2a124a1da
1436159.18675182,593055.539535338,206,184,101 N Haven St,N, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21224,1436159.18675214,593055.53953414, ,Kresson,2,245102604042061,2,SOUTHEASTERN, ,Jamie Williams,4103964106,Department of Planning,Haven Street Factory, ,{527070C5-0426-40CB-BA48-E64F2150F377},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,f5e8610c-bbf6-4ff3-a46e-3561de3800d0
1417115.87050783,595688.882365717,207,185,1315 Division St,N, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21217,1417115.87050813,595688.88236456, ,Upton,11,245101702002007,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,"Public School No. 103, Henry Highland Garnet Schoo", ,{1B2D07AF-0123-4175-8578-B15ED1019717},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,7db2ae66-2205-4689-9606-0eaf120e9d00
1412786.86669866,615542.614967902,208,186,5106 Falls Road,N, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21210,1412786.86669897,615542.61496672, ,Cross Keys,6,245102715031005,5,NORTHERN, ,Jamie Williams,4103964106,Department of Planning,Cross Keys Valve House, ,{156022AA-7A61-49A8-B40F-CADFA09FE4C0},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,e7deca94-d0ac-4975-af73-64ae1eaa0a2e
1420135.16335374,594010.555669897,209,187,201 W Monument St,Y, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21201,1420135.16335405,594010.55566873, ,Mount Vernon,11,245101102003017,1,CENTRAL, ,Jamie Williams,4103964106,Department of Planning,Enoch Pratt House, ,{7D0AEF7F-4F5C-4FB2-B20F-D3A3E95F0CE5},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,ae6e32bb-20c0-4af4-89dc-c3eb46247b16
1423019.339672,604267.877018731,210,188,3009 1/2 Greenmount Ave,N, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21218,1423019.3396723,604267.87701756, ,Better Waverly,14,245100904001002,5,NORTHERN, ,Jamie Williams,4103964106,Department of Planning,St. John's in the Village, ,{963C3D0C-AFC6-49A1-B721-0BBAE6D40779},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,141dc5fd-6118-4f3c-8e8b-7fe35f921a23
1423003.8807134,604429.229714404,211,188,3001 Old York Road,N, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21218,1423003.88071372,604429.22971323, ,Better Waverly,14,245100904001002,5,NORTHERN, ,Jamie Williams,4103964106,Department of Planning,St. John's in the Village, ,{CA8C7146-141A-4069-A2F3-E3669ABD5991},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,bae777f0-94f3-4e61-a528-5cea43c32281
1423007.74553506,604127.780186055,212,188,3009 Greenmount Ave,N, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21218,1423007.74553539,604127.78018489, ,Better Waverly,14,245100904001002,5,NORTHERN, ,Jamie Williams,4103964106,Department of Planning,St. John's in the Village, ,{3D958A88-BCC2-4601-AD97-925EC0535CA4},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,922dfada-d7c7-4afd-a5be-649557ac07ea
1407052.37488681,593425.727115138,213,189,700 Poplar Grove St,N, ,0,2014/09/16 00:00:00+00,0, , , , , , ,21216,1407052.37488714,593425.72711398, ,Franklintown Road,9,245101606004002,8,SOUTHWESTERN, ,Jamie Williams,4103964106,Department of Planning,Rehoboth Church of God in Christ Jesus Apostolic, ,{8697A837-D6A3-4521-BF03-D7B268F8C267},http://www.baltimorecity.gov/Government/BoardsandCommissions/HistoricalArchitecturalPreservation/La*,25b9abd9-c961-4b7c-bbc4-94129246a530
1427443.45943266,603664.262084233,214,0,"Olmsted Parkways, public right-of-way 2600-3200 blocks of the Alameda",N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Olmsted Parkways, ,{9A4A9F35-EE7D-4E25-9C79-F2D34648C63F}, ,8ffd4518-4936-4a94-97a0-8076a2255ab5
1424602.47856607,605440.390749822,215,0,"Olmsted Parkways, public right-of-way 0000-1800 blocks of 33rd Street",N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Olmsted Parkways, ,{5DEFBCC7-A8E2-46DB-A3AC-FEBE2B2F49F3}, ,d7bb010a-c15e-46ab-9486-87bca2bc551b
1407517.19974457,600348.06497647,216,0,"Olmsted Parkways, public right-of-way 1600-3900 blks Gwynns Falls Pkwy",N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Olmsted Parkways, ,{C94AFF38-A0C3-4620-870A-4CB0A55E8DFB}, ,edada2a3-17c7-4b1a-bf78-ec29609ac02c
1417208.69282872,596763.31984941,217,0,1502 Madison Ave,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, ,Madison Park,11, ,1,CENTRAL, , , , ,American Legion Federal Post No. 19, ,{00790469-5225-4414-8A25-B86169DB5790}, ,81d8c0b8-2d30-4906-b162-501925f96634
1411541.49090856,598910.093442986,218,0,1939 Walbrook Ave,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Apostolic Faith Church of God, ,{1310DF9D-5878-4D56-8A0E-00063EC21373}, ,7d6a34c9-1803-446a-97d6-5c5cc4e508a6
1398656.19351648,606443.285725656,219,0,4604 Liberty Heights Ave,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Ambassador Theatre, ,{F38D7F12-D419-4BB2-A71B-C6829ECD9FB8}, ,1409c614-0fa4-418c-a0f3-fa99f4ee9b4b
1410569.32290541,593871.193743888,220,0,655 N. Bentalou St,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,St. Mark’s Institutional Baptist Church, ,{1C0F952B-71D4-447F-B51A-F5621EB2F5ED}, ,c118af4f-6d2b-4e4f-8c44-15efd3455d23
1424587.76894983,589568.025184914,221,0,751 Eastern Ave,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Eastern Avenue Pumping Station, ,{8A006F1C-B432-4815-BD27-0C8CC5243451}, ,26e8613e-f411-4ce8-ba7d-33e577f64fa2
1439161.38022248,589454.743915434,222,0,701 Rappolla St,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Dr. John Ruhrah Elementary Middle (School #228), ,{A648B16F-B3BF-4FC4-BD82-A0E2A8FF8862}, ,85c1ed7a-44d2-4322-91ea-1d72704f377d
1432787.03109458,590787.788165319,223,0,201 S Linwood Ave,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Patterson Park, ,{04BA49A0-D5CB-4334-8B4B-E67CEEADFB1D}, ,b6b3edd7-b304-4f13-85e0-c0db74af3b0c
1431127.30902032,590961.399038578,224,0,100 S Linwood Ave,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Patterson Park, ,{85F579BF-AA40-42A0-ABD0-DFFE7CB51FA1}, ,efbbb4a5-a8b3-409e-bb27-51bac64248ca
1432019.6700965,591089.871222563,225,0,200 S Linwood Ave,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Patterson Park, ,{11B5A047-69A8-4CAB-A510-8C2F6CEC8866}, ,34e52bb5-5b4d-434c-8e84-64537828491c
1418544.33713908,603263.641494407,226,0,3000-3004 Huntingdon Ave,N, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Greater Faith Baptist Church, ,{9B5E3CD3-7EFB-446D-BA04-ECE16FAA91A6}, ,176faf7d-7688-4789-897a-7bf49ed787be
1422519.37216799,591756.436818568,227,0,100 Holliday St,Y, ,0,2017/01/17 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,City Hall Rotunda, ,{B78D4C60-8E70-4E82-AAA8-48096AE8145B}, ,1f339989-26d0-4c44-b1fe-94d9d10d1c03
1425918.11766708,594297.572156222,228,0,623 N Eden St,N, ,0,2018/12/06 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Chick Webb Recreation Center, ,{9EC28888-51AF-44A5-8187-5DAA1A2DD788}, ,2cad989d-5c84-4cb8-b9d4-846c2ba1bd81
1425103.69213058,611327.788423823,229,0,4423 Craddock Ave,N, ,0,2018/12/06 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Harry O. Wilson House, ,{146125BC-09D1-4AB1-847B-75CC2FDD43D7}, ,fc374e58-15e5-495b-ae8a-7f880cb3c5e0
1427031.49733007,605565.037482177,230,0,3301 The Alameda,N, ,0,2018/12/06 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Our Saviour Lutheran Church, ,{2756FDE6-685C-432C-BAAB-DD756D5F1296}, ,e07f5801-c570-4c3a-8238-553749b9dcb0
1406489.87666798,601822.922262981,231,0,2731 N Longwood St,N, ,0,2020/02/11 00:00:00+00,0, , , , , , , ,0,0, , , , ,0, , , , , ,Hanlon Park, ,{AEDED293-5F80-4559-ADCE-DE9F80012CD3}, ,0a467cea-b87e-4655-9f30-3e59e1612cb7
